company_name,title,job_title,job_summary,city,state,id
PwC,Data Scientist,Utilizing and applying into projects knowledge of Python based data science tools such as Pandas and Numpy;Proven ability in data analytics management.,Utilizing and applying into projects knowledge of Python based data science tools such as Pandas and Numpy;Proven ability in data analytics management.,Nashville, TN,2433
Asurion,Data Analyst,Business Data Analyst 2,"Knowledge of statistical tools in Python (SciPy, NumPy, Pandas, scikitlearn) or R is beneficial but not necessary.",Nashville, TN,2434
"GlobalLogic, Inc.",Data Scientist,Data scientist,"Involved in the entire data science project life cycle including data extraction, data cleaning, statistical modeling, and data visualization with large data…",Chattanooga, TN,2435
RedHill Biopharma,Data Analyst,Data Analyst,"Familiarity with common data processing libraries in Python, such as Pandas and NumPy.Experience using Python or another programming language to move and parse…",Raleigh, NC,2436
Bank of America,Data Analyst,Data Scientist,"Build machine learning models for classification, data extraction, or prediction using Python, DataRobot, or WorkFusion.1st shift (United States of America).",Charlotte, NC,2437
Valencell,Data Analyst,Data Scientist,"Proficiency in Python and related packages (numpy, pandas, scikit-learn).Demonstrated experience at delivering solutions from analysis of noisy or unstructured…",Raleigh, NC,2438
"Red Hat, Inc.",Data Analyst,Business Data Scientist,"Experience with data analysis using Python or R programming languages.Experience with data visualization using D3.js, Seaborn, Pandas, Bokeh, or Plotly.",Raleigh, NC,2439
Inmar,Data Analyst,Data Analytics Intern,"Experience with Python data tools, Pandas, SciPy, iPython.Lead meetings with technical peers regarding data analysis, data product development, and data…",Winston-Salem, NC,2440
Quadient,Data Analyst,Data Scientist,"At Quadient, data scientists routinely work on massive scalability and storage solutions, large-scale data sets and help to define revolutionary ways to extract…",Raleigh, NC,2441
Ricefw technologies,Data Analyst,Data Engineer (Need W2 consultants),Knowledge of data visualization tools is a plus (Tableau on multiple platforms along with Python visualization in the Data Lake using Pandas and bokeh packages)…,Charlotte, NC,2442
PPD,Data Analyst,Senior Data Scientist,"Data engineering, pipelining and wrangling tools, data visualization and modeling tools, and mathematical approaches to imperfect data.",Morrisville, NC,2443
Nymirum,Data Analyst,Computational Biochemist / Data Scientist,"Proficient with Python scientific computing toolkits such as Pandas, Numpy, Jupyter Notebooks, scikit-learn, and PyMC3.Familiar with cloud computing on AWS.",Durham, NC,2444
Trilogy Ed,Data Analyst,Data Analytics Teaching Assistant - UNC Charlotte,Trilogy Education is seeking an experienced Data Analyst who has a passion for teaching individuals how to code.What makes your a great fit (Requirements):,Charlotte, NC,2445
Trilogy Ed,Data Analyst,Data Analytics Teaching Assistant - UNC Chapel Hill (Raleigh),Trilogy Education is seeking an experienced Data Analyst who has a passion for teaching individuals how to code.What makes your a great fit (Requirements):,Raleigh, NC,2446
Intapp,Data Analyst,API Developer Data Engineer,Fluency with Python (especially the Pandas and NumPy libraries).API Developer Data Engineer – Overview:Understanding of best practices regarding Relational…,Charlotte, NC,2447
Trilogy Ed,Data Analyst,Data Visualization Instructor - UNC Chapel Hill,Are you an experienced data analyst who is passionate about education and making an impact?Meetups (running your own or attending one).,Raleigh, NC,2448
Trilogy Ed,Data Analyst,Data Analytics Instructor - UNC Charlotte,We are looking for an experienced Data Analyst to teach our part time Data Analytics and Visualization class at UNC Charlotte.Answer questions from the stage.,Charlotte, NC,2449
Bank of America,Data Analyst,Software Developer/Business Support Leader,"Experience writing high-performance Python (NumPy, Pandas, Numba, Cython etc).Experience working with very large data sets, using tools like SQL, Tableau etc.",Charlotte, NC,2450
IT intellectuals,Data Scientist,Python Programmer,"Familiarity with advanced Python data structures like numpy arrays and pandas.Collaborating with data scientists, data engineers and other developers to turn…",Morrisville, NC,2451
Matlen Silver,Data Scientist,Software Engineer,"Familiarity with advanced Python data structures like numpy arrays and pandas.Collaborating with data scientists, data engineers and other developers to turn…",Durham, NC,2452
"Red Hat, Inc.",Data Scientist,Business Data Scientist,"Experience with data analysis using Python or R programming languages.Experience with data visualization using D3.js, Seaborn, Pandas, Bokeh, or Plotly.",Raleigh, NC,2453
Bank of America,Data Scientist,Data Scientist II,"7+ years of professional experience as a data scientist or related roles.Strong knowledge and high proficiency in Python (scikit learn, pandas, numpy etc.).",Charlotte, NC,2454
Valencell,Data Scientist,Data Scientist,"Proficiency in Python and related packages (numpy, pandas, scikit-learn).Demonstrated experience at delivering solutions from analysis of noisy or unstructured…",Raleigh, NC,2455
Syngenta,Data Scientist,Jr. Data Engineer,"Visualization skills in R Shiny or Python Plotting Libraries (MatplotLib, Pandas, ggplot, Plotly etc.).Demonstrated experience in Python &/or Java.",Durham, NC,2456
Quadient,Data Scientist,Data Scientist,"(e.g., as a statistician / data scientist / computational biologist / bioinformatician).As a Data Scientist, you will evaluate and improve Quadient''s products.",Raleigh, NC,2457
PPD,Data Scientist,Senior Data Scientist,"Proficiency with the following data science approaches: data engineering, pipelining and wrangling tools, data visualization and modeling tools, and…",Morrisville, NC,2458
Nymirum,Data Scientist,Computational Biochemist / Data Scientist,"Proficient with Python scientific computing toolkits such as Pandas, Numpy, Jupyter Notebooks, scikit-learn, and PyMC3.Familiar with cloud computing on AWS.",Durham, NC,2459
Verizon,Data Scientist,Big Data Engineer,"Working in an Agile-team environment, with other data engineers, data scientist, ML engineers, etc.Verizon’s Data Analytics, Insights and Enablement team works…",Cary, NC,2460
Allstate,Data Scientist,ATSV- Lead Machine Learning Engineer,"Familiar with various Python packages, e.g. Flask, Requests, Pandas, NumPy.Understanding of data structures, data modeling and software architecture.",Charlotte, NC,2461
CentralSquare Technologies,Data Scientist,Director of Development,Proficiency in processing tabular data (e.g. Pandas / R / Spark dataframes).Experience with designing data structures and relational databases.,Greensboro, NC,2462
Allstate,Data Scientist,ATSV- Lead Machine Learning Engineer,"About the Data Science & Analytic Engineering Team.If you also have knowledge of data science and software engineering, we’d like to meet you.",Charlotte, NC,2463
"Applied Research Associates, Inc",Data Scientist,Computer Vision Engineer,"Experience prototyping algorithms in Python using libraries such as Numpy, TensorFlow, OpenCV, Pandas, scikit-image.Familiarity with software design patterns.",Raleigh, NC,2464
Advantage Resourcing,Data Engineer,Data Engineer,Firm understanding of Pandas library along with data manipulation skills using Python.Strong Python skills and knowledge in Python 3.5.,Raleigh, NC,2465
Matlen Silver,Data Engineer,Software Engineer,"Familiarity with advanced Python data structures like numpy arrays and pandas.Collaborating with data scientists, data engineers and other developers to turn…",Durham, NC,2466
"Red Hat, Inc.",Data Engineer,Data Engineer,"Excellent data manipulation skills, namely using SQL and the Python scientific stack, including pandas, NumPy, and scikit-learn.",Raleigh, NC,2467
Driven Brands,Data Engineer,Data Engineer,"The Data Engineer position will develop, implement & oversee operation of the Driven Brands data environment as required to meet Driven Brands’ data & business…",Charlotte, NC,2468
Syngenta,Data Engineer,Jr. Data Engineer,"Visualization skills in R Shiny or Python Plotting Libraries (MatplotLib, Pandas, ggplot, Plotly etc.).Demonstrated experience in Python &/or Java.",Durham, NC,2469
Intapp,Data Engineer,API Developer Data Engineer,API Developer Data Engineer – Overview:Fluency with Python (especially the Pandas and NumPy libraries).The API Developer Data Engineer will work within an…,Charlotte, NC,2470
LeanTaaS,Data Engineer,Data Engineer - Charlotte,"Experience with python data frameworks such as numpy, pandas etc.1-2 years professional experience as a data engineer.Help build technology that saves lives!",Charlotte, NC,2471
Ricefw technologies,Data Engineer,Data Engineer (Need W2 consultants),Knowledge of data visualization tools is a plus (Tableau on multiple platforms along with Python visualization in the Data Lake using Pandas and bokeh packages)…,Charlotte, NC,2472
Verizon,Data Engineer,Big Data Engineer,"Working in an Agile-team environment, with other data engineers, data scientist, ML engineers, etc.Verizon’s Data Analytics, Insights and Enablement team works…",Cary, NC,2473
Passport,Data Engineer,Implementation Engineer,"Ability to learn relevant programming languages (Ex: Jupiter, Panda Scripts, Python etc).Then you may be the Implementation Engineer we''re looking for on our…",Charlotte, NC,2474
Allstate,Data Engineer,ATSV- Lead Machine Learning Engineer,"As a ML Engineer in Data Science & Analytics Engineering team, you will be responsible for successfully developing a product in our machine learning deployment…",Charlotte, NC,2475
Lenovo,Data Engineer,Big Data and Data Analytics Engineer,Lenovo Data Center Group is currently seeking a senior big data and data analytics engineer for our Lenovo private cloud platform ThinkAgile CP (https://www…,Morrisville, NC,2476
Allstate,Data Engineer,ATSV- Lead Machine Learning Engineer,"Familiar with various Python packages, e.g. Flask, Requests, Pandas, NumPy.Understanding of data structures, data modeling and software architecture.",Charlotte, NC,2477
"Applied Research Associates, Inc",Data Engineer,Computer Vision Engineer,"Experience prototyping algorithms in Python using libraries such as Numpy, TensorFlow, OpenCV, Pandas, scikit-image.Familiarity with software design patterns.",Raleigh, NC,2478
Passport,Data Engineer,"Manager, Implementation Engineering","Ability to learn relevant programming languages (Ex: Jupiter, Panda Scripts, Python etc).Digging in on the details of technical and data challenges, and…",Charlotte, NC,2479
ABB,Data Analyst,Energy Market Data Analyst,"The Energy Market Data Analyst role supports multiple products in the Enterprise Software group, providing data and insights to a broad spectrum of clients.",Broomfield, CO,2480
DISH,Data Analyst,Data Governance Analyst,We are seeking a Data Analyst for the Data Governance team.Work with data warehouse teams to improve Sling's data quality and resolve data issues.,Englewood, CO,2481
Expedite LLC,Data Analyst,Data Scientist|| Machine Learning,3+ years of Proven experience as a Data Scientist or Data Analyst.Data mining using state-of-the-art methods.Job Title: Data Scientist|| Machine learning.,Broomfield, CO,2482
DaVita,Data Analyst,Data Analyst IKC,"In addition to receiving and transforming data received from external partners, the Data Analyst will support the data analytics team by creating, implementing…",Denver, CO,2483
Occam Solutions,Data Analyst,Data Analyst with TS SCI Clearance - Colorado Springs CO,"Build data solutions, tools, and capabilities to enable self-service frameworks for data consumers to monitor and report on data.",Colorado Springs, CO,2484
Sunrun,Data Analyst,Business Intelligence Analyst - Field Service,"3+ years of Business Intelligence Analyst, Business Analyst, or other technical Data Analyst experience.Data visualization and report design utilizing data…",Denver, CO,2485
Halfaker and Associates,Data Analyst,Senior Data Analyst,"Build data solutions, tools, and capabilities to enable self-service frameworks for data consumers to monitor and report on data.",Colorado Springs, CO,2486
Ria Financial,Data Analyst,Data Analyst,"Collaborate with business stakeholders on development / improvement of data collection tools, data warehousing, and regular reporting.",Denver, CO,2487
One Touch Intelligence (OTI),Data Analyst,Junior Data Analyst,"Data Analysis: Utilize tools such as Excel, Python, and SQL to perform data analysis on existing data sets.Data Verification: Act as a critical member of the…",Greenwood Village, CO,2488
DaVita,Data Analyst,Data Analyst - Denver,"Legal Operations Analyst - Denver, CO.Analyst will support the legal department’s operation activities related to monthly reporting, data analytics, process…",Denver, CO,2489
Comcast,Data Analyst,"Financial Data Analyst (Centennial, CO)",Experience with Python and R preferred.Skills managing/manipulating large quantities of data.Provides a variety of financial data; maintains and updates…,Centennial, CO,2490
Bank of America,Data Analyst,Data Analyst Research and Innovation,"5-7 years of experience with information security, data analysis or application development.Hands-on technical abilities: Strong network knowledge (especially…",Denver, CO,2491
Xilinx,Data Analyst,Data Analyst Intern,The ideal candidate will be passionate about using data to answer challenging questions and meticulous about data integrity.,Longmont, CO,2492
"Edison Software, Inc.",Data Analyst,Data Analyst,"Desire to learn data modeling technologies (python, spark) and build on statistical knowledge.As part of the client-focused function on the data team, you will…",Denver, CO,2493
University of Colorado,Data Analyst,Health Data Analyst/BI Developer,"Two (2) years of professional level experience with healthcare data (such as data profiling, data quality, data analysis/reporting).",Aurora, CO,2494
Bank of America,Data Analyst,Research and Innovation Data Analyst,"5-7 years of experience with information security, data analysis or application development.Hands-on technical abilities: Strong network knowledge (especially…",Denver, CO,2495
IHS Markit,Data Analyst,Technical Data Analyst,We are looking for an experienced Data Analyst who can turn project requirements into custom-formatted data.Demonstrated understanding of financial markets and…,Boulder, CO,2496
Scout Clean Energy,Data Analyst,Data Analyst,"3+ years of data analysis, model development, and data reporting.Scout Clean Energy is seeking a Data Analyst to optimize the profitability of Scout’s…",Boulder, CO,2497
CirrusMD,Data Analyst,Data Analyst,A data analyst with 2-5 years experience who thrives in deriving insight out of complex data.Build and maintain clean data models allowing business users to…,Denver, CO,2498
"Frontier Airlines, Inc",Data Analyst,Ancillary Products Analyst,3 to 5 years of experience as a data analyst or business data analyst.As part of the Marketing Analytics team – the Analyst will be responsible for…,Denver, CO,2499
"Frontier Airlines, Inc",Data Analyst,Senior Data Analyst - Revenue Analytics,"The Analyst will be responsible for building data pipelines & coding automated reporting processes, creating data visualizations and dashboards, identifying and…",Denver, CO,2500
xentity corporation,Data Analyst,Data Analyst,"Could pass ad-hoc technical and whiteboard test given various data ETL and other patterns of real-time, large data, data cleanup, etc. scenarios.",Denver, CO,2501
T. Rowe Price,Data Analyst,Data Analyst,"Finally, ensuring robust data quality mechanisms are in place will be a top priority of the Data Analyst.Once the Data Analyst has established the team’s new…",Colorado Springs, CO,2502
CenturyLink,Data Analyst,Senior Tax Data Analyst,"Python and/or R data script writing.Bachelor’s degree in Data Science/Analytics with an emphasis in Accounting, Finance, or related field.",Broomfield, CO,2503
S&P Global Ratings,Data Analyst,Data Researcher,"Quality test data using internal tools and data sources, resolve data defects.The Role: Global Ratings Data Office is seeking a Data Researcher to join the…",Centennial, CO,2504
S&P Global,Data Analyst,Sr. Data Researcher,"Quality test data using internal tools and data sources, resolve data defects.Global Ratings Data Office is seeking a Sr. Data Researcher to join the Default…",Centennial, CO,2505
Alterra Mountain Company,Data Analyst,Marketing Data Analyst,The Data Analyst will be an expert in management and querying of large data sets to drive business decisions.Experience building queries manipulating data with…,Denver, CO,2506
"Amazon.com Services, Inc.",Data Analyst,Launch Performance Engineer - Robotics,"Familiarity with databases (SQL), data analysis/statistical tools (Excel, R, Python/Pandas), and scripting language (Bash or Python).",Boulder, CO,2507
ViaSat,Data Analyst,Data Analyst Intern,"As a Data Analyst, you will work with Big Data on network performance, using tools to manipulate diverse real-world data and develop complex data visualizations…",Englewood, CO,2508
Horizontal,Data Analyst,Data Analyst,"Deliver data insights and troubleshoot issues with data.Debugging and monitoring data transformation.Strong fundamentals in big data concepts, Experience.",Centennial, CO,2509
JumpCloud,Data Analyst,Full Stack Software Engineer,"Experience or desire to work collaboratively in cross-functional teams with marketing, design, product, data analyst, and research partners.",Denver, CO,2510
Caesars Las Vegas_Corporate,Data Scientist,Sr. Data Scientist,Sr. Data Scientist,Las Vegas, NV,2511
Booz Allen Hamilton,Data Analyst,"Data Analyst, Mid",3+ years of experience as a data analyst or data scientist.Ability to manipulate and exploit data from structured and unstructured data sources.,Buckley AFB, CO,2512
University of Colorado,Data Analyst,Data Analytics & Business Intelligence Developer,"3 – 5 years financial data analyst experience.This position requires extensive, diverse and progressively responsible experience with data warehouse design and…",Aurora, CO,2513
BPMLinks,Data Analyst,Data Analytics,"Acquire data from primary or secondary data sources and maintain databases/data systems.Develop and implement databases, data collection systems data analytics…",Denver, CO,2514
University of Colorado,Data Analyst,Research Instructor,Experience with data management and integration of data sources.Experience serving as a data analyst or computational biologist on multiple projects.,Aurora, CO,2515
Jobot,Data Engineer,"REMOTE Infrastructure & Data Engineer - Python/Go, Docker, Kubernetes, Kafka","If you are an Infrastructure & Data Engineer, then please read on….Experience with data wrangling libraries (Pandas, Numpy).What can we do for you?",Denver, CO,2516
Digital First Media,Data Engineer,Data Engineer,"Build, monitor, and maintain data ETL pipelines and SQL scripts used to populate data warehouse.Implement systems that validate data, ensure quality and…",Denver, CO,2517
Evercommerce,Data Engineer,Business Intelligence Engineer,You are an experienced data engineer who has a strong background in project management and platform ownership.Fitness stipend and onsite gym.,Denver, CO,2518
Charles Schwab,Data Engineer,Data Engineer,"Designing, building and support data processing pipelines to transform data in Big Data or Teradata platforms.Your detailed duties would include:",Lone Tree, CO,2519
WeatherFlow,Data Engineer,Weather Data Engineer/Scientist,"WeatherFlow is looking for an experienced weather data engineer to join our weather modeling team in Fort Collins, Colorado.Web and/or API programming skills.",Fort Collins, CO,2520
CapTech Consulting,Data Engineer,Data Engineer,"Specific responsibilities for the Data Engineer, Analytics position include:Specific qualifications for the Data Engineer, Analytics position include:",Denver, CO,2521
"Amazon Data Services, Inc.",Data Engineer,Business Intelligence / Data Engineer,The Business Intelligence Data Engineer will:As a Business Intelligence / Data Engineer you will enable data-driven decision making within the Amazon Web…,Denver, CO,2522
Guild Education,Data Engineer,"Senior Business Intelligence Analyst, Infrastructure","In addition to working on the Business Intelligence team, in this role you will collaborate with other Guild leaders including: Noah Yetter ( https://www…",Denver, CO,2523
Horizontal,Data Engineer,Python Data Engineer,"We’re mostly a python shop, so experience with python required.As a data engineer, your general responsibilities will include bolting together the core…",Boulder, CO,2524
Western Union,Data Engineer,Data Engineer,"Join Western Union as a Data Engineer!You code fluently in Python, Scala, or Java, and have mastery of SQL.You will provide technical data and system support…",Denver, CO,2525
"RE/MAX, LLC",Data Engineer,Data Engineer,"Prototype data solutions to enable warehousing, event driven data capture, and data modeling.RE/MAX, LLC is looking for a Data Engineer to support data…",Denver, CO,2526
Arrow Electronics,Data Engineer,Data Engineer I,"Arrow Electronics is currently seeking a Data Engineer to work in our Arrow Digital division at our global headquarters in Centennial, CO!",Centennial, CO,2527
clickfox,Data Engineer,Data Engineer,"BryterCX is seeking a Data Engineer to work with our Denver, CO office.Experience with time series data, and/or data visualization and analytics is preferred.",Greenwood Village, CO,2528
Transamerica,Data Engineer,Data Engineer,"Partner with data scientists, analytics engagement managers, and other data engineers to discover, collect, cleanse, and refine the data needed for analysis and…",Denver, CO,2529
BryterCX,Data Engineer,Sr. Data Engineer,"BryterCX is seeking a Senior Data Engineer to work with our Denver, CO office.Experience with creating and consuming time series data, data visualization…",Greenwood Village, CO,2530
Horizontal,Data Engineer,DevOPs Data Engineer,Prior experience extracting data disconnected data repositories.Must have a Data warehouse/Big Data background.3+ years experience Scala or Python.,Centennial, CO,2531
Horizontal,Data Engineer,Sr. DevOps Data Engineer,Prior experience extracting data disconnected data repositories.Must have a Data warehouse/Big Data background.3+ years experience Scala or Python.,Centennial, CO,2532
Dignity Health - Corporate Service Center,Data Engineer,Supply Chain Data Engineer,"The supply chain data engineer builds and maintains the data pipelines that make data accessible to supply chain staff, our partners, and the larger…",Englewood, CO,2533
Horizontal,Data Engineer,Sr. Big Data Developer,A successful Data Engineer will have the following:Prior experience extracting data disconnected data repositories.5+ years experience Scala or Python.,Centennial, CO,2534
Cloud Agronomics,Data Engineer,"Cloud Engineer, ML/AI","You''re experienced in optimizing ‘big data'' pipelines, architectures, and data sets with large-scale data storage, processing, or scientific data flows.",Boulder, CO,2535
Cloud Agronomics,Data Engineer,Machine Learning Scientist,Experience working with remote sensing and/or geospatial data.Leverage cloud-based technologies to collate and pre-process model input data.,Boulder, CO,2536
TD Ameritrade,Data Engineer,Lead Data Scientist,"BDE (Certified Big Data Engineer).Experience in data profiling, data mining, data cleaning, feature engineering and predictive analytics.",Denver, CO,2537
Accenture,Data Engineer,AWS Data Engineer,The AWS Data Engineer is a highly performant engineer responsible for delivering Cloud based Big Data and Analytical Solutions at our clients.,Denver, CO,2538
Recurly,Data Engineer,Senior Data Engineer,"We are looking for an energetic and dynamic Data Engineer to help build, maintain, and evolve our Data Platform.",Boulder, CO,2539
HP,Data Engineer,Data Engineer - Spark Data Engineer,"Key skills will by Python, Scala, and Databricks Spark, as applied in a data engineering capacity.Fluent in structured and unstructured data, its management,…",Fort Collins, CO,2540
GHX,Data Engineer,US Contractor - Data Engineer (Big Data),We are looking for an Experienced Data Engineer for a 6-month contract (possibility to extend or convert to FTE) to join our new Data Organization.,Louisville, CO,2541
SonderMind,Data Engineer,Data Engineer,"We are seeking a Data Engineer to own the design, build, and organization of all data initiatives for SonderMind.You''ll excel in this role if:",Denver, CO,2542
University of Colorado,Data Engineer,Health Data Engineer/Architect,"This may include data acquisition, processing workflows, tool development, data management and curation, data discovery, data integration and person level…",Aurora, CO,2543
"ArcherDX, INC.",Data Engineer,Software Developer/Data Engineer (ADX-98-19),"Experience working in a SW Developer / Data Engineer or similar role.Become familiar with and employ industry-leading data standards, striving for findable,…",Boulder, CO,2544
Transamerica,Data Engineer,Data Engineer,"Partner with data scientists, analytics engagement managers, and other data engineers to discover, collect, cleanse, and refine the data needed for analysis and…",Denver, CO,2545
BryterCX,Data Engineer,Data Engineer,"BryterCX is seeking a Data Engineer to work with our Denver, CO office.Experience with time series data, and/or data visualization and analytics is preferred.",Greenwood Village, CO,2546
Accenture,Data Engineer,Data Engineer Consultant,"Gather, engineer, and prepare data to help clients make smarter decisions.You have hands-on experience with any of the following programming languages: Python,…",Denver, CO,2547
Code42,Data Engineer,Data Engineer,As an engineer at Code42 you'll be working on challenging problems focusing on data engineering.Designing and developing high-volume data pipelines within AWS.,Broomfield, CO,2548
"The AEgis Technologies Group, Inc.",Data Engineer,Hadoop Expert,"This includes working with many of the following technologies: data pipelines, data services, operational data stores, data warehouses, data marts, big data…",Colorado Springs, CO,2549
BryterCX,Data Engineer,Sr. Data Engineer,"BryterCX is seeking a Senior Data Engineer to work with our Denver, CO office.Experience with creating and consuming time series data, data visualization…",Greenwood Village, CO,2550
"Starz Entertainment, LLC",Data Engineer,Sr. Data Engineer,"Create data tools for analytics and data scientist team members that assist them in building and optimizing our products.Web Server Frameworks: Flask, Node.js.",Englewood, CO,2551
CirrusMD,Data Engineer,Data Engineer,"Building and optimizing data pipelines, architectures and data sets.Automating and optimizing ingestion of outside data from customers.",Denver, CO,2552
Leidos,Data Engineer,Data Engineer with TS/SCI with Poly,As a Data Engineer you will have the opportunity to:Support of production data processing and data distribution systems.Provide direct support to end users.,Aurora, CO,2553
CACI,Data Engineer,Data Engineer (Up to 25% Profit Sharing Benefit!),We are seeking a passionate Data Engineer.Work with external data providers and stakeholders to engineer the ingest of and distribution of mission-relevant…,Denver, CO,2554
"Modern Technology Solutions, Inc. (MTSI)",Data Engineer,Data Architect,"This includes working with many of the following technologies: data pipelines, data services, operational data stores, data warehouses, data marts, big data…",Colorado Springs, CO,2555
"Integration Innovation, Inc. (i3)",Data Engineer,Data Architect,"This includes working with many of the following technologies: data pipelines, data services, operational data stores, data warehouses, data marts, big data…",Colorado Springs, CO,2556
"Davidson Technologies, Inc.",Data Engineer,"Mid-Level/Senior Data Architect - Colorado Springs, CO","This includes working with many of the following technologies: data pipelines, data services, operational data stores, data warehouses, data marts, big data…",Colorado Springs, CO,2557
Oracle,Data Engineer,Python Software Engineer ( Data Engineer),Python Software Engineer ( Data Engineer)-1900192A.Providing thought leadership in the implementation of data pipelines and workflows.,Broomfield, CO,2558
BombBomb,Data Engineer,Data Engineer,"A Data Engineer eager to learn and collaborate with those around them, who produces quality results with a low frequency of serious defects.",Colorado Springs, CO,2559
Havenly,Data Engineer,Data Engineer,Partner with the Data Science team to provide data infrastructure for a variety of projects including ETLs to the data warehouse powering the BI of Havenly.,Denver, CO,2560
TTEC,Data Engineer,Senior Big Data Engineer,"Senior Big Data Engineer-Remote/ Telecommute.Understanding of complex data flows, identification of data processing bottlenecks and designing and implementing…",Englewood, CO,2561
Oracle,Data Engineer,Principal Data Engineer & DBA,"Working knowledge of data analysis / data science.We are looking for an experienced data engineer / Database Administrator to help ETL, manage, and…",Broomfield, CO,2562
Deloitte,Data Engineer,Service Delivery Data Engineer,"As a Service Delivery Data Engineer, you’ll manage the delivery of customer experience & marketing data solutions for our clients.",Denver, CO,2563
Insurity,Data Engineer,Data Engineer,Valen Analytics is looking for a Data Engineer to expand our growing data processing needs.Troubleshoot basic data and data engineering issues.,Denver, CO,2564
Valen Analytics,Data Engineer,Data Engineer,"Valen Analytics is looking for a Data Engineer to expand our growing data processing needs.As a Data Engineer, you will work with customers, Valen team members…",Denver, CO,2565
HelloFresh,Data Engineer,Data Engineer (Green Chef),"At least 3 years'' experience as a Data Engineer.Expand and optimize our data and data pipeline architecture and data flow.Airflow, Luigi, AWS Glue, MoSQL.",Boulder, CO,2566
Charles Schwab,Data Engineer,Jr. Data Engineer,"We are looking for a Data Engineer who has passion for data and comes with data engineering background.Designing schemas, data models and data architecture for…",Lone Tree, CO,2567
Accenture,Data Engineer,Google Data Engineer,The GCP Data Engineer is a highly performant engineer responsible for delivering Cloud based Big Data and Analytical Solutions for our clients.,Denver, CO,2568
BP,Data Engineer,Data Engineer,"The Data Engineer works with the L48’s IT platform owners, data analytics teams, data scientists, and data warehouse architect in order to understand and aid in…",Denver, CO,2569
Aegon,Data Engineer,Data Engineer,"Partner with data scientists, analytics engagement managers, and other data engineers to discover, collect, cleanse, and refine the data needed for analysis and…",Denver, CO,2570
"Davidson Technologies, Inc.",Data Engineer,"AMCOM Express - Ballistic Missile Defense (BMDS) - Data Manager/Architect - Colorado Springs, CO","This includes working with many of the following technologies: data pipelines, data services, operational data stores, data warehouses, data marts, big data…",Colorado Springs, CO,2571
Deloitte,Data Engineer,Data Engineer,"Producing high-quality code in Python.Design and implements data tools for analytics and data scientist team members to help them in building, optimizing and…",Denver, CO,2572
Accenture,Data Scientist,AWS Data Engineer,AWS Data Engineer,Reno, NV,2573
Fanatics Inc.,Data Engineer,Sr. Data Engineer,"As the Senior Data Engineer, you will be designing and building inventory intelligence data pipelines and application platform services that power business…",Boulder, CO,2574
ITmPowered,Data Engineer,Tableau Developer Data Engineer (BHJOB22048_585),"Understand technical data sources, data structures, data quality and necessary transformations to aggregate, enrich, validate, and publish data.",Denver, CO,2575
Cloud Agronomics,Data Scientist,Lead Geospatial Data Scientist,"You''re an incredibly gifted data scientist and problem solver.You''re fluent in Python, experienced in cloud-based geospatial data management systems, and…",Boulder, CO,2576
Merkle Inc.,Data Scientist,Data Scientist,"Strong Python or R skills.Design, develop, test, deploy and maintain machine learning techniques for Merkle data products.",Denver, CO,2577
SSB Consulting Group LLC,Data Scientist,Data Scientist,"Proficient in Python (NumPy, Pandas, scikit-learn, Keras, Tensorflow).Experience in managing and manipulating large, complex data sets.",Greenwood Village, CO,2578
J.D. Power,Data Scientist,Managing Director - Data Science,"Lead and supervise data ETL, processing, exploration, and data quality checks to ensure high-quality data for downstream analyses and model development.",Denver, CO,2579
Expedite LLC,Data Scientist,Data Scientist|| Machine Learning,3+ years of Proven experience as a Data Scientist or Data Analyst.Data mining using state-of-the-art methods.Statistical Techniques and Algorithms.,Broomfield, CO,2580
Dataiku,Data Scientist,Data Scientist,"Familiarity with data visualization in Python, R or JavaScript.We''re looking for a Data Scientist to join Dataiku in our offices in New York or Denver.",Denver, CO,2581
"Terumo BCT, Inc.",Data Scientist,Data Scientist,"Applied understanding of data science process, ETL, data enrichment, and data discovery processes.Experience using SQL, Python or other data or scripting…",Lakewood, CO,2582
Fluid Truck Share,Data Scientist,Data Scientist,3 years of experience in statistics and data modeling.3 years experience with Big Data technologies using varied databases.,Denver, CO,2583
CenturyLink,Data Scientist,INTERN - DATA SCIENTIST PRODUCT MANAGEMENT - SUMMER 2020,"Experience in data mining, big data analytics, application data preparation and other analytics techniques.Any experience with Data Visualization and business…",Broomfield, CO,2584
Gloo,Data Scientist,Senior Data Scientist,Working with the Data Intake team to maximize value and efficiency of available data.Experience in standardizing data from varied and multiple data sources for…,Boulder, CO,2585
Fluid Truck Share,Data Scientist,Data Scientist,"Fluid Truck is seeking a Data Scientist with at least 3 years of experience in statistics and first hand knowledge of data pipelines to join our team in Denver,…",Denver, CO,2586
Tax Guard,Data Scientist,Data Scientist,Analytical: Synthesizes complex or diverse information; Collects and researches data; Uses intuition and experience to complement data; Designs workflows and…,Boulder, CO,2587
Spire,Data Scientist,Statistical Data Scientist,Working with meteorological data sets from various sources.Spire Global is seeking a Statistical Data Scientist to contribute to the Company's effort of…,Boulder, CO,2588
PHOENIX,Data Scientist,Sr Business Analyst / Data Scientist,The Sr. Business Analyst / Data Scientist will join a strong team providing advanced analytical and data management services related to the mortgage industry.,Denver, CO,2589
TD Ameritrade,Data Scientist,Lead Data Scientist,"Experience in data profiling, data mining, data cleaning, feature engineering and predictive analytics.Understanding of enterprise data warehouses and related…",Denver, CO,2590
