company,title,job_title,job_summary,city,state,state1,region
ASSURANCE,Data Scientist,Data Scientist,"Our team of world class software engineers, data scientists, and business professionals are modernizing how people obtain and manage their financial life all…",Seattle,WA, Washington,West
In-Depth Genomics,Data Scientist,Data Scientist,Data scientists will join the IDG team at our offices in Bellevue WA – relocation support may be discussed on an individual basis.,Bellevue,WA, Washington,West
Amazon Services LLC,Data Scientist,Data Scientist,"Master’s in a quantitative field such as Machine Learning, Data Science, Statistics, Applied Mathematics, Physics, Computer Science, or Economics.",Seattle,WA, Washington,West
Concur Technologies,Data Scientist,Data Scientist,"Seeks a Data Scientist at our Bellevue, WA location to build and deploy Machine Learning solutions.Extract and transform data from Large databases to a form…",Bellevue,WA, Washington,West
Neal Analytics,Data Scientist,Data Scientist,"Deep experience with the R statistical programming language, including dplyr and associated packages.Background and experience with statistical methods, data…",Redmond,WA, Washington,West
Amplero,Data Scientist,Data Scientist,"You''re an expert with data analysis and visualization tools including Python (including NumPy, SciPy, Pandas, scikit-learn) and other packages that enable data…",Seattle,WA, Washington,West
The Climate Corporation,Data Scientist,Data Scientist - Deep Learning,"In machine learning, statistics, applied mathematics or other relevant technical field.In order to take advantage of increasing amounts of agricultural and…",Seattle,WA, Washington,West
Zillow,Data Scientist,Data Scientist - Intern,"Dive into Zillow''s internal and third party data (think Hive, Presto, SQL Server, Redshift, Python, Mode Analytics, Tableau, R) to identify opportunities for…",Seattle,WA, Washington,West
Virginia Mason Medical Center,Data Scientist,Clinical Data Scientist,"As a member of the Clinical Decision Support/Clinical Analytics team, the Clinical Data Scientist will anticipate and support the information needs of our…",Seattle,WA, Washington,West
EY,Data Analyst,"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)","Must have 4 years of recent hands-on experience using advanced analytics, machine learning or artificial intelligence to solve business problems.",Seattle,WA, Washington,West
Varsity Tutors,Data Scientist,Director of Data Science and Analytics,"We are looking for a proven leader with experience building teams, guiding application of data science and machine learning methods, with an eye and passion for…",Seattle,WA, Washington,West
"Amazon.com Services, Inc.",Data Scientist,"Data Scientist, Advertising",Apply statistical or machine learning knowledge to specific business problems and data.Excellent verbal and written communication skills with the ability to…,Seattle,WA, Washington,West
"ExtraHop Networks, Inc.",Data Scientist,Data Scientist,"Our breakthrough approach to analytics and machine learning helps our customers investigate threats, ensure the delivery of critical applications, and secure…",Seattle,WA, Washington,West
Visa,Data Scientist,Chief Data Scientist,"For a payment system to work well, advance technologies such as data platform, big data, data mining, machine learning, cloud, etc. are critical.",Bellevue,WA, Washington,West
Zillow Group,Data Scientist,"Data Scientist, Zillow Offers ML Team","You will dive into and explore Zillow''s rich set of internal and third party data (think Hive, Presto, SQL Server, Redshift, Python, Mode Analytics, Tableau, R)…",Seattle,WA, Washington,West
BOEING,Data Analyst,Data Science & Analytics Intern (Paid) - Summer 2020,"Statistics, machine learning (computer science), data science, mathematics, business analytics, or information systems.Find your future with us.",Bellevue,WA, Washington,West
"Amazon.com Services, Inc.",Data Scientist,"Data Scientist, Alexa Shopping","5+ years of experience with machine learning, statistical modeling, data mining, and analytics techniques.Bachelor or Master''s degree in highly quantitative…",Seattle,WA, Washington,West
Google,Data Scientist,"Data Scientist Intern, PhD, 2020","We support the development of innovative, highly scalable, next-generation technologies through deep research and advanced analysis.",Seattle,WA, Washington,West
Convoy,Data Scientist,Data Scientist - Marketplace Growth,"The breadth of the problems space is huge, spanning machine learning, optimization, metric definition, econometrics, and analytics domains.",Seattle,WA, Washington,West
Convoy,Data Scientist,Data Scientist - Supply Operations,"The breadth of the problems space is huge, spanning machine learning, optimization, metric definition, econometrics, and analytics domains.",Seattle,WA, Washington,West
Pokemon Company International,Data Scientist,Data Scientist,"Experience with statistical packages such as R, Python, or SAS.Expert user of SQL for data analysis.Experience with data visualization through Looker, Tableau…",Bellevue,WA, Washington,West
Big Fish Games,Data Analyst,Senior Data Analyst,"You have 8+ years of work experience applying data analysis and visualization techniques.Contribute - Work with little to no supervision, partnering with…",Seattle,WA, Washington,West
ERNIESYS,Data Scientist,Data Scientist,"How would you like to work in a highly dynamic Health care startup?A BS (preferably an MS or PhD) in a quantitative discipline (such as computer science,…",Seattle,WA, Washington,West
Facebook,Data Scientist,"Data Scientist, Analytics","We''re looking for Data Scientists to work on our core and business products (ex.R, SAS) or other methods.You are focused on results, a self-starter, and have…",Seattle,WA, Washington,West
Talking Rain Beverage Company,Data Scientist,Data Scientist,"Serve as a subject matter expert in Data Science, developing strong relationships with partners across Talking Rain as you conduct and support white-boarding…",Issaquah,WA, Washington,West
"A2Z Development Center, Inc.",Data Scientist,Data Scientist,Collaborate with other Devices data scientists and research scientists to build measurement plans/scalable research studies for assessing the impact of…,Seattle,WA, Washington,West
Facebook,Data Scientist,"Data Scientist, Analytics (Integrity)","We''re looking for Data Scientists to work on measuring, detecting, reducing, and preventing negative experiences such as Hate Speech and Fake News in order to…",Seattle,WA, Washington,West
Alaska Airlines,Data Analyst,Intern- Data Science,"Manage the full data lifecycle for your business problems, including data collection, data mining, data integration, data analysis, extracting insights, and…",Seattle,WA, Washington,West
"Amazon.com Services, Inc.",Data Scientist,Product Data Scientist,Predict future customer behavior and business conditions through machine learning and predictive modeling.3+ years of work experience in deep data analysis and…,Seattle,WA, Washington,West
Oracle,Data Scientist,Data Scientist,"Good foundation understanding of data mining, machine learning and data sciences.Bachelor’s or Master’s degree in a quantitative field such as Statistics,…",Seattle,WA, Washington,West
Pacific Northwest National Laboratory,Data Scientist,Data Scientist - Intermediate,"Our research portfolio – spanning from basic to applied – includes statistical modeling and experimental design, applied statistics, applied mathematics,…",Richland,WA, Washington,West
Uplight,Data Scientist,Data Scientist,"Experience with designing and running statistical algorithms, specifically regression, as well as knowledge of machine learning approaches.What you get to do:",Seattle,WA, Washington,West
"Amazon.com Services, Inc.",Data Scientist,"Data Scientist, Alexa Excellence","Work with central economics, machine learning, finance and other analytics team to ensure the most efficient and effective allocation of resources to tackle the…",Seattle,WA, Washington,West
Hotwire,Data Scientist,Data Scientist II (Seattle),"Master’s degree with 2-5 years of experience in a quantitative discipline (Computer Science, Machine Learning, Operations Research, Applied Mathematics,…",Seattle,WA, Washington,West
Convoy,Data Scientist,Data Scientist - Shipment Acquisition & Growth,"The breadth of the problems space is huge, spanning machine learning, optimization, metric definition, econometrics, and prediction domains.",Seattle,WA, Washington,West
